Document Name,Clause No.,Clause from Loan Agreement,Notes (not a tag),Tag 1: Applicability,Tag 2: Area,Tag 3: Covenant Type,Tag 4: Covenant Title Tag,Tag 5: Covenant Description/ Sub tags,Tag 6: User Defined(256 characters only),Backup Document,Compliance Frequency,Start Date,Submission Period,End Date,Threshold,Priority,Event
Facility Agreement,20.22,"20.22.	License or Approvals

If any material approval or license of the Borrower is repudiated, terminated, becomes unenforceable or invalid including approvals for Acquisition;",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Approval,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.23,"
20.23.	Business Agreements

If any material commercial agreement entered into with any third party is terminated and not replaced which has or in the opinion of the Agent is expected to have a material adverse effect
on the business of the Borrower;",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,MAE,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.24,"20.24.	Expropriation

If any government authority shall have condemned, nationalised, seized, or otherwise expropriated all or any part of the assets of the Borrower or of the shares of the Borrower held by any director or promoter, or shall have assumed custody or control of such shares or the business or operations of the Borrower or shall have taken any action for the dissolution of the Borrower or any action that would prevent the Borrower or its officers from carrying on its business or operations or a substantial part thereof;",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Expropriation,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.25,"20.25.	Purpose of Loan

If the Loan or any part thereof is utilised for any purpose other than the purpose as mentioned in Clause 3.1;",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Incorrect Utilization,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.26,"20.26.	Ownership

Upon happening of, any material change in the constitution or conduct of business of the Borrower without previous written consent of the Agent.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Ownership,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.27,"20.27.	Cross Default

Upon happening of any default under any other facility obtained by the Borrower.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Cross Default,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.28 a,"20.28.	Remedies to Event of Default

Upon the occurrence of any Event of Default, the Lenders directly or through the Agent shall become entitled to exercise the following rights:

(a)	Acceleration

On and at any time after the occurrence of an Event of Default which is continuing the Agent may, and shall if so directed by the Majority Lenders, by notice to the Borrower.:

(i)	cancel the Total Commitments whereupon they shall immediately be cancelled;

(ii)	declare that all or part of the Loan, together with accrued interest, and all other amounts accrued or outstanding under the Finance Documents be immediately due and payable, whereupon they shall become immediately due and payable; and/or

(iii)	declare that all or part of the Loan be payable on demand, whereupon they shall immediately become payable on demand by the Agent on the instructions of the Majority Lenders.

(iv)	exercise or direct the Security Trustee to exercise any or all of its rights, remedies, powers or discretions under the Finance Documents.",,Full Lifecycle,Informative,Non Financial - Informative,Consequence EOD,Acceleration,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.28 b,"(b)	Further Conditions

Stipulate any further and additional terms and conditions as the Lenders deem fit with respect to the Finance Documents in which case the Borrower agrees to comply with such terms and conditions, including increase in the interest rate of the Loan;",,Full Lifecycle,Informative,Non Financial - Informative,Consequence EOD,Additional Conditions,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.28 c,"(c)	Creditor's Rights

Sue for creditors' process and/or exercise all or any rights with respect to the securities given by the Borrower in accordance with the Finance Documents;",,Full Lifecycle,Informative,Non Financial - Informative,Consequence EOD,Sue for creditors process,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.28 d,"(d)	Securitisation Rights

Exercise one or more of the actions or rights available to secured creditors or their
agents and trustees under the Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest Act, 2002;",,Full Lifecycle,Informative,Non Financial - Informative,Consequence EOD,SARFAESI,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.28 e,"€ Conversion to Equity

Convert, at the option of the Lenders/ all or part of any outstandings and dues of the Borrower towards the Lenders under the Finance Documents into fully paid-up equity shares of the Borrower as per the Applicable Laws;",,Full Lifecycle,Informative,Non Financial - Informative,Consequence EOD,Conversion Equity,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.28 f,"Nominee Directors

Appoint 2 (two) nominee directors on the Board;",,Full Lifecycle,Informative,Non Financial - Informative,Consequence EOD,Nominee Director,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.28 g,"Management

Review the management set-up or organization of the Borrower and suggest such changes to the same as may be considered necessary by the Lender, which the Borrower shall comply with;",,Full Lifecycle,Informative,Non Financial - Informative,Consequence EOD,Change Management,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.28 h,"Insurance Proceeds

Issue any notice regarding the payment of proceeds of any insurance or compensation received by the Borrower;",,Full Lifecycle,Informative,Non Financial - Informative,Consequence EOD,Other,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.28 i,"(i)	Concurrent_Auditor

Appoint concurrent auditor and determine the terms of the concurrent audit; and",,Full Lifecycle,Informative,Non Financial - Informative,Consequence EOD,Other,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.28 j,"(j)	Other Rights

Exercise such other rights as may be available to the Lender under the Applicable Laws and under the Finance Documents or any security documents or any other agreement entered in relation thereto;",,Full Lifecycle,Informative,Non Financial - Informative,Consequence EOD,Other,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.28 k,"Change in terms

Modify any of the terms and/or conditions of any Finance Document entered in relation thereto.",,Full Lifecycle,Informative,Non Financial - Informative,Consequence EOD,Additional Conditions,,Management confirmation(s),Event Based,,,,,,
Escrow Agreement,2.4,The Company undertakes to maintain in the Escrow Account the minimum stipulated cover of 1.4x out of Receivables (balance to be received from sold + unsold stock). The same to be maintained throughout the tenor of the Credit Facilities.,,Full Lifecycle,Financial,Financial -Affirmative,Ratios,Receivable Cover,,Bank Statements,Quarterly,05/04/14,,31/12/18,1.4x,High,
Indenture Agreement,4,"For the consideration aforesaid and as continuing security for the due payment and repayment of all Secured Obligations to the satisfaction of the Security Trustee acting in trust and for the benefit of the Lenders, the Mortgagor does hereby grants, convey, assigns and assure unto in favour of the Security Trustee:

A.	in trust and for the benefit of Lenders: 

(a)	a first ranking and exclusive charge on the immoveable fixed assets in Project Property, as more particularly described in Schedule 2, including the undivided proportionate area of Project Land forming part of Tower A and excluding Units which are already sold and a sale deed in relation to such sale has been registered by the Issuer in favour of the respective buyers, as listed in Schedule 2 hereto (the “Sold Units”), 

(the “Secured Assets 1”); 

(b)	a first ranking and exclusive charge on all the movable assets,  both present and future, in relation to the Project (excluding Slum Rehabilitation Building A), including but not limited to:

(i)	moveable plant and machinery, equipment, appliances, furniture, vehicles, machinery spares and stores, tools and accessories and other movables whether or not installed or whether lying loose or in cases or which are now lying or stored in or about or may hereafter from time to time during the currency of this Indenture be brought into or upon or be stored in or about all the Project premises, warehouses and godowns or wherever else the same may be or be held by any party to the order or disposition of the Mortgagor or in the course of transit or on high seas or on order, or delivery, howsoever and wheresoever in relation to Project and either by way of substitution or addition; and 

(ii)	related movables of Project, in the course of transit or delivery whether now belonging or which may hereafter belong to the Mortgagor or which may be held by any person at any place within or outside India to the order or disposition of the Mortgagor and all documents of title including bills of lading, shipping documents, policies of insurance and other instruments and documents relating to such movables of the Project together with benefits of all rights thereto,
 
(iii)	stocks of raw materials, finished and semi-finished goods, goods in process and consumable stores in relation to Project, which are now lying or stored in or which may hereafter from time to time during the continuance of the security be lying or stored in or brought into or be in or about the factories and godowns of the Mortgagor or warehouses wherever situated or be held by any party to the order or disposition of the Mortgagor or in the course of transit or delivery, howsoever and wheresoever in the possession of the Mortgagor; 

(iv)	book-debts, cash flows, Receivables including credit and debit card receivables, outstanding moneys, claims, demands, bills, contracts, engagements and securities belonging to or held by the Mortgagor in relation to Project and which are now due and owing or accruing and which may at any time hereafter during the continuance of the security become due and owing to the Mortgagor;

(v)	all the rights, title, interest, benefits, claims and demands in relation to Project, whatsoever of the Mortgagor in, to under and/or in respect of the insurance policies both present and future and all rights, claims and benefits to all monies receivable thereunder and all other claims thereunder; and

(vi)	all amounts, in relation to Project, owing to, and received by, the Mortgagor and all rights, title, interest, benefits, claims and demands whatsoever, in relation to Project, of the Mortgagor in, to or in respect of any letter of credit, liquidated damages, contractor guarantees, guarantee and performance bond provided by any party to the Finance Documents and other amounts owing to, and received by, the Mortgagor and on all intangible assets in relation to Project of the Mortgagor including but not limited to goodwill, uncalled capital, trademarks and patents, present and future, which description shall include all properties of the above description whether presently in existence or acquired after the execution of the mortgage.

(vii)	all rights, title, interest, benefit, claims and demands whatsoever over the Escrow Account and DSRA created/ to be created by the Borrower in terms of the Escrow Account Agreement, which represent all amounts in the DSRA and the Escrow Account and all the moneys, securities, instruments, investments, and other properties deposited in, credited to or required to be deposited in or credited to or lying to the credit of DSRA and/or the Escrow Account or liable to be credited to DSRA and/or the Escrow Account, which description shall include all properties of the above description whether presently in existence or acquired hereafter. 

 	(together the “Secured Assets 2”); and 	

	in supersession of and substitution for any security previously created and existing over the Mortgaged Property or any part thereof in favour of or for the benefit of the Lenders.
	TO HAVE AND TO HOLD all and singular the Mortgaged Property unto the Security Trustee acting in trust and for the benefit of the Lenders in accordance with these presents absolutely UPON TRUST and subject to the powers and provisions declared and contained herein and in the Finance Documents.",,Full Lifecycle,Security,Non Financial - Informative,Management Confirmation,Security Creation,,Official Documents,One Time,05/04/14,,,,Low,
